Kode_Kec	Kode_Kel	Nama_Kel	Jml_pddk_kel
32.13.08	32.13.08.2014	KARANGSARI	
32.13.08	32.13.08.2016	KARANGWANGI	
32.13.08	32.13.08.2018	NANGGERANG	
32.13.09	32.13.09.2001	CIASEM GIRANG	
32.13.09	32.13.09.2002	CIASEM TENGAH	
32.13.09	32.13.09.2003	DUKUH	
32.13.09	32.13.09.2004	CIASEM HILIR	
32.13.09	32.13.09.2005	SUKAHAJI	
32.13.09	32.13.09.2006	SUKAMANDIJAYA	
32.13.09	32.13.09.2007	CIASEM BARU	
32.13.09	32.13.09.2008	PINANGSARI	
32.13.09	32.13.09.2009	JATIBARU	
32.13.10	32.13.10.2005	PUSAKARATU	
32.13.10	32.13.10.2006	GEMPOL	
32.13.10	32.13.10.2007	KALENTAMBO	
32.13.10	32.13.10.2008	PATIMBAN	
32.13.10	32.13.10.2012	RANCADAKA	
32.13.10	32.13.10.2014	KOTASARI	
32.13.10	32.13.10.2015	MUNDUSARI	
32.13.11	32.13.11.2002	RANCASARI	
32.13.11	32.13.11.2003	RANCAHILIR	
32.13.11	32.13.11.2004	PAMANUKAN	
32.13.11	32.13.11.2006	PAMANUKAN HILIR	
32.13.11	32.13.11.2007	PAMANUKAN SEBRANG	
32.13.11	32.13.11.2009	MULYASARI	
32.13.11	32.13.11.2010	LENGKONGJAYA	
32.13.11	32.13.11.2011	BONGAS	
32.13.12	32.13.12.2007	CURUGRENDENG	
32.13.12	32.13.12.2008	TAMBAKAN	
32.13.12	32.13.12.2009	BUNIHAYU	
32.13.12	32.13.12.2011	KUMPAY	
32.13.12	32.13.12.2012	SARIREJA	
32.13.12	32.13.12.2014	TAMBAKMEKAR	
32.13.12	32.13.12.2017	JALANCAGAK	
32.13.13	32.13.13.2001	TANJUNGTIGA	
32.13.13	32.13.13.2002	MUARA	
32.13.13	32.13.13.2003	BLANAKAN	
32.13.13	32.13.13.2004	RAWAMENENG	
32.13.13	32.13.13.2005	CILAMAYAGIRANG	
32.13.13	32.13.13.2006	JAYAMUKTI	
32.13.13	32.13.13.2007	CILAMAYAHILIR	
32.13.13	32.13.13.2008	RAWAMEKAR	
32.13.13	32.13.13.2009	LANGENSARI	
32.13.14	32.13.14.2001	BUNIARA	
32.13.14	32.13.14.2002	TANJUNGSIANG	
32.13.14	32.13.14.2003	CIMEUHMAL	
32.13.14	32.13.14.2004	SIRAP	
32.13.14	32.13.14.2005	KAWUNGLUWUK	
32.13.14	32.13.14.2006	CIBULUH	
32.13.14	32.13.14.2007	SINDANGLAYA	
32.13.14	32.13.14.2008	RANCAMANGGUNG	
32.13.14	32.13.14.2009	CIKAWUNG	
32.13.14	32.13.14.2010	GANDASOLI	
32.13.15	32.13.15.2001	JATIMULYA	
32.13.15	32.13.15.2002	SUKATANI	
32.13.15	32.13.15.2003	JATIREJA	
32.13.15	32.13.15.2004	COMPRENG	
32.13.15	32.13.15.2005	KALENSARI	
32.13.15	32.13.15.2006	MEKARJAYA	
32.13.15	32.13.15.2007	KIARASARI	
32.13.15	32.13.15.2008	SUKADANA	
32.13.16	32.13.16.2001	RANCABANGO	
32.13.16	32.13.16.2002	TANJUNGRASA	
32.13.16	32.13.16.2003	CIBERES	
32.13.16	32.13.16.2004	JATIRAGAS HILIR	
32.13.16	32.13.16.2005	TAMBAKJATI	
32.13.16	32.13.16.2006	RANCAJAYA	
32.13.16	32.13.16.2007	GEMPOLSARI	
32.13.16	32.13.16.2008	TANJUNGRASA KIDUL	
32.13.16	32.13.16.2009	RANCAASIH	
32.13.16	32.13.16.2010	RANCAMULYA	
32.13.17	32.13.17.2001	SUMURBARANG	
32.13.17	32.13.17.2002	CIBOGO	
32.13.17	32.13.17.2003	CINANGSI	
32.13.17	32.13.17.2004	PADAASIH	
32.13.17	32.13.17.2005	SADAWARNA	
32.13.17	32.13.17.2006	MAJASARI	
32.13.17	32.13.17.2007	CISAGA	
32.13.17	32.13.17.2008	BELENDUNG	
32.13.17	32.13.17.2009	CIBALANDONG JAYA	
32.13.18	32.13.18.2001	WANASARI	
32.13.18	32.13.18.2002	SIDAMULYA	
32.13.18	32.13.18.2003	TANJUNG	
32.13.18	32.13.18.2004	JATI	
32.13.18	32.13.18.2005	SIMPAR	
32.13.18	32.13.18.2006	PARIGIMULYA	
32.13.18	32.13.18.2007	SIDAJAYA	
32.13.18	32.13.18.2008	PADAMULYA	
32.13.18	32.13.18.2009	KOSAMBI	
32.13.18	32.13.18.2010	MANYINGSAL	
32.13.19	32.13.19.2001	GUNUNGTUA	
32.13.19	32.13.19.2002	CIJAMBE	
32.13.19	32.13.19.2003	CIRANGKONG	
32.13.19	32.13.19.2004	CIMENTENG	
32.13.19	32.13.19.2005	BANTARSARI	
32.13.19	32.13.19.2006	TANJUNGWANGI	
32.13.19	32.13.19.2007	CIKADU	
32.13.19	32.13.19.2008	SUKAHURIP	
32.13.20	32.13.20.2001	KARYAMUKTI	
32.13.20	32.13.20.2002	CIMAYASARI	
32.13.20	32.13.20.2003	LENGKONG	
32.13.20	32.13.20.2004	CIPEUNDEUY	
32.13.20	32.13.20.2005	WANTILAN	
32.13.20	32.13.20.2006	KOSAR	
32.13.20	32.13.20.2007	SAWANGAN	
32.13.21	32.13.21.2001	TEGALURUNG	
32.13.21	32.13.21.2002	BOBOS	
32.13.21	32.13.21.2003	LEGONKULON	
32.13.21	32.13.21.2004	MAYANGAN	
32.13.21	32.13.21.2005	LEGONWETAN	
32.13.21	32.13.21.2006	PANGARENGAN	
32.13.21	32.13.21.2007	KARANGMULYA	
32.13.22	32.13.22.2001	KAWUNGANTEN	
32.13.22	32.13.22.2002	SINDANGSARI	
32.13.22	32.13.22.2003	CIKAUM BARAT	
32.13.22	32.13.22.2004	CIKAUM TIMUR	
32.13.22	32.13.22.2005	TANJUNGSARI BARAT	
32.13.22	32.13.22.2006	MEKARSARI	
32.13.22	32.13.22.2007	TANJUNGSARI TIMUR	
32.13.22	32.13.22.2008	GANDASARI	
32.13.22	32.13.22.2009	PASIRMUNCANG	
32.13.23	32.13.23.2001	CIJENGKOL	
32.13.23	32.13.23.2002	TALAGASARI	
32.13.23	32.13.23.2003	CINTAMEKAR	
32.13.23	32.13.23.2004	PONGGANG	
32.13.23	32.13.23.2005	CIKUJANG	
32.13.23	32.13.23.2006	CIPANCAR	
32.13.24	32.13.24.2001	ANGGASARI	
32.13.24	32.13.24.2002	BATANGSARI	
32.13.24	32.13.24.2003	SUKAMAJU	
32.13.24	32.13.24.2004	MANDALAWANGI	
32.13.24	32.13.24.2005	CURUGREJA	
32.13.24	32.13.24.2006	SUKAREJA	
32.13.24	32.13.24.2007	SUKASARI	
32.13.25	32.13.25.2001	TANJUNGRASA	
32.13.25	32.13.25.2002	WANAJAYA	
32.13.25	32.13.25.2003	GARDUMUKTI	
32.13.25	32.13.25.2004	MARIUK	
32.13.25	32.13.25.2005	KERTAJAYA	
32.13.25	32.13.25.2006	TAMBAKDAHAN	
32.13.25	32.13.25.2007	RANCAUDIK	
32.13.25	32.13.25.2008	BOJONGKEDING	
32.13.25	32.13.25.2009	BOJONEGARA	
32.13.26	32.13.26.2001	SINDANGSARI	
32.13.26	32.13.26.2002	PASANGGRAHAN	
32.13.26	32.13.26.2003	BOJONGLOA	
32.13.26	32.13.26.2004	SUKAMELANG	
32.13.26	32.13.26.2005	TENJOLAYA	
32.13.26	32.13.26.2006	KASOMALANG WETAN	
32.13.26	32.13.26.2007	KASOMALANG KULON	
32.13.26	32.13.26.2008	CIMANGLID	
32.13.27	32.13.27.2001	MANYETI	
32.13.27	32.13.27.2002	RAWALELE	
32.13.27	32.13.27.2003	SUKASARI	
32.13.27	32.13.27.2004	SITUSARI	
32.13.27	32.13.27.2005	DAWUAN KALER	
32.13.27	32.13.27.2006	DAWUAN KIDUL	
32.13.27	32.13.27.2007	CISAMPIH	
32.13.27	32.13.27.2008	MARGASARI	
32.13.27	32.13.27.2009	BATUSARI	
32.13.27	32.13.27.2010	JAMBELAER	
32.13.28	32.13.28.2001	MEKARWANGI	
32.13.28	32.13.28.2002	BENDUNGAN	
32.13.28	32.13.28.2003	MUNJUL	
32.13.28	32.13.28.2004	MARGAHAYU	
32.13.28	32.13.28.2005	PANGSOR	
32.13.28	32.13.28.2006	SUMURGINTUNG	
32.13.28	32.13.28.2007	BALIMBING	
32.13.28	32.13.28.2008	CIDAHU	
32.13.28	32.13.28.2009	CIDADAP	
32.13.29	32.13.29.2001	CISAAT	
32.13.29	32.13.29.2002	CIATER	
32.13.29	32.13.29.2003	NAGRAK	
32.13.29	32.13.29.2004	CIBEUSI	
32.13.29	32.13.29.2005	CIBITUNG	
32.13.29	32.13.29.2006	PALASARI	
32.13.29	32.13.29.2007	SANCA	
32.13.30	32.13.30.2001	KEBONDANAS	
32.13.30	32.13.30.2002	PUSAKAJAYA	
32.13.30	32.13.30.2003	KARANGANYAR	
32.13.30	32.13.30.2004	BOJONGTENGAH	
32.13.30	32.13.30.2005	BOJONGJAYA	
32.13.30	32.13.30.2006	CIGUGUR	
32.13.30	32.13.30.2007	CIGUGUR KALER	
32.13.30	32.13.30.2008	RANGDU	
32.14.01	32.14.01.1001	NAGRI KIDUL	
32.14.01	32.14.01.1002	NAGRI KALER	
32.14.01	32.14.01.1003	NAGRI TENGAH	
32.14.01	32.14.01.1004	SINDANGKASIH	
32.14.01	32.14.01.1005	CIPAISAN	
32.14.01	32.14.01.1006	PURWAMEKAR	
32.14.01	32.14.01.1007	CISEUREUH	
32.14.01	32.14.01.1008	TEGALMUNCUL	
32.14.01	32.14.01.1009	MUNJULJAYA	
32.14.01	32.14.01.2010	CITALANG	
32.14.02	32.14.02.2001	CAMPAKA	
32.14.02	32.14.02.2002	CAMPAKASARI	
32.14.02	32.14.02.2003	BENTENG	
32.14.02	32.14.02.2004	CIRENDE	
32.14.02	32.14.02.2005	CIKUMPAY	
32.14.02	32.14.02.2006	CIJAYA	
32.14.02	32.14.02.2007	KERTAMUKTI	
32.14.02	32.14.02.2008	CIMAHI	
32.14.02	32.14.02.2009	CIJUNTI	
32.14.02	32.14.02.2010	CISAAT	
32.14.03	32.14.03.2001	CIKAOBANDUNG	
32.14.03	32.14.03.2002	JATIMEKAR	
32.14.03	32.14.03.2003	JATILUHUR	
32.14.03	32.14.03.2004	CILEGONG	
32.14.03	32.14.03.2005	KEMBANGKUNING	
32.14.03	32.14.03.2006	CIBINONG	
32.14.03	32.14.03.2007	BUNDER	
32.14.03	32.14.03.2008	MEKARGALIH	
32.14.03	32.14.03.2009	CISALADA	
32.14.03	32.14.03.2010	PARAKANLIMA	
32.14.04	32.14.04.2001	PLERED	
32.14.04	32.14.04.2002	PALINGGIHAN	
32.14.04	32.14.04.2003	CIBOGOHILIR	
32.14.04	32.14.04.2004	LINGGASARI	
32.14.04	32.14.04.2005	GANDASOLI	
32.14.04	32.14.04.2006	CITEKO	
32.14.04	32.14.04.2007	LIUNGGUNUNG	
32.14.04	32.14.04.2008	RAWASARI	
32.14.04	32.14.04.2009	ANJUN	
32.14.04	32.14.04.2010	SINDANGSARI	
32.14.04	32.14.04.2011	BABAKANSARI	
32.14.04	32.14.04.2012	GANDAMEKAR	
32.14.04	32.14.04.2013	CITEKOKALER	
32.14.04	32.14.04.2014	PAMOYANAN	
32.14.04	32.14.04.2015	SEMPUR	
32.14.04	32.14.04.2016	CIBOGO GIRANG	
32.14.05	32.14.05.2001	SUKATANI	
32.14.05	32.14.05.2002	MALANGNENGAH	
32.14.05	32.14.05.2003	CILALAWI	
32.14.05	32.14.05.2004	SUKAMAJU	
32.14.05	32.14.05.2005	CIPICUNG	
32.14.05	32.14.05.2006	CIANTING UTARA	
32.14.05	32.14.05.2007	CIANTING	
32.14.05	32.14.05.2008	PASIRMUNJUL	
32.14.05	32.14.05.2009	TAJURSINDANG	
32.14.05	32.14.05.2010	CIBODAS	
32.14.05	32.14.05.2011	CIJANTUNG	
32.14.05	32.14.05.2012	SUKAJAYA	
32.14.05	32.14.05.2013	PANYINDANGAN	
32.14.05	32.14.05.2014	SINDANGLAYA	
32.14.06	32.14.06.2001	DARANGDAN	
32.14.06	32.14.06.2002	DEPOK	
32.14.06	32.14.06.2003	CILINGGA	
32.14.06	32.14.06.2004	NANGEWER	
32.14.06	32.14.06.2005	MEKARSARI	
32.14.06	32.14.06.2006	LINGGARSARI	
32.14.06	32.14.06.2007	SAWIT	
32.14.06	32.14.06.2008	LINGGAMUKTI	
32.14.06	32.14.06.2009	GUNUNGHEJO	
32.14.06	32.14.06.2010	PASIRANGIN	
32.14.06	32.14.06.2011	LEGOKSARI	
32.14.06	32.14.06.2012	SIRNAMANAH	
32.14.06	32.14.06.2013	SADARKARYA	
32.14.06	32.14.06.2014	NEGLASARI	
32.14.06	32.14.06.2015	NAGRAK	
32.14.07	32.14.07.2001	GUNUNGKARUNG	
32.14.07	32.14.07.2002	CITAMIANG	
32.14.07	32.14.07.2003	SINARGALIH	
32.14.07	32.14.07.2004	TEGALDATAR	
32.14.07	32.14.07.2005	CIJATI	
32.14.07	32.14.07.2006	CIRAMAHILIR	
32.14.07	32.14.07.2007	SUKAMUKTI	
32.14.07	32.14.07.2008	PASIRJAMBU	
32.14.08	32.14.08.2001	BATUTUMPANG	
32.14.08	32.14.08.2002	CITALANG	
32.14.08	32.14.08.2003	TEGALWARU	
32.14.08	32.14.08.2004	TEGALSARI	
32.14.08	32.14.08.2005	WARUNGJERUK	
32.14.08	32.14.08.2006	GALUMPIT	
32.14.08	32.14.08.2007	SUKAHAJI	
32.14.08	32.14.08.2008	KAROYA	
32.14.08	32.14.08.2009	CADASSARI	
32.14.08	32.14.08.2010	CADASMEKAR	
32.14.08	32.14.08.2011	CISARUA	
32.14.08	32.14.08.2012	SUKAMULYA	
32.14.08	32.14.08.2013	PASANGGRAHAN	
32.14.09	32.14.09.2001	WANAYASA	
32.14.09	32.14.09.2002	SUKADAMI	
32.14.09	32.14.09.2003	WANASARI	
32.14.09	32.14.09.2004	SIMPANG	
32.14.09	32.14.09.2005	NAGROG	
32.14.09	32.14.09.2006	CIBUNTU	
32.14.09	32.14.09.2007	BABAKAN	
32.14.09	32.14.09.2008	NANGERANG	
32.14.09	32.14.09.2009	CIAWI	
32.14.09	32.14.09.2010	SUMURUGUL	
32.14.09	32.14.09.2011	RAHARJA	
32.14.09	32.14.09.2012	SAKAMBANG	
32.14.09	32.14.09.2013	TARINGGUL TONGGOH	
32.14.09	32.14.09.2014	LEGOKHUNI	
32.14.09	32.14.09.2015	TARINGGUL TENGAH	
32.14.10	32.14.10.2001	PASAWAHANANYAR	
32.14.10	32.14.10.2002	PASAWAHAN	
32.14.10	32.14.10.2003	SAWAHKULON	
32.14.10	32.14.10.2004	CIHERANG	
32.14.10	32.14.10.2005	CIDAHU	
32.14.10	32.14.10.2006	PASAWAHANKIDUL	
32.14.10	32.14.10.2007	KERTAJAYA	
32.14.10	32.14.10.2008	LEBAKANYAR	
32.14.10	32.14.10.2009	SELAAWI	
32.14.10	32.14.10.2010	MARGASARI	
32.14.10	32.14.10.2011	WARUNGKADU	
32.14.10	32.14.10.2012	CIHUNI	
32.14.11	32.14.11.2001	BOJONG BARAT	
32.14.11	32.14.11.2002	BOJONG TIMUR	
32.14.11	32.14.11.2003	CIKERIS	
32.14.11	32.14.11.2004	CIHANJAWAR	
32.14.11	32.14.11.2005	CIPEUNDEUY	
32.14.11	32.14.11.2006	CILEUNCA	
32.14.11	32.14.11.2007	CIBINGBIN	
32.14.11	32.14.11.2008	KERTASARI	
32.14.11	32.14.11.2009	PANGKALAN	
32.14.11	32.14.11.2010	PAWENANG	
32.14.11	32.14.11.2011	SUKAMANAH	
32.14.11	32.14.11.2012	SINDANGPANON	
32.14.11	32.14.11.2013	SINDANGSARI	
32.14.11	32.14.11.2014	PASANGGRAHAN	
32.14.12	32.14.12.2001	CILANGKAP	
32.14.12	32.14.12.2002	CICADAS	
32.14.12	32.14.12.2003	HEGARMANAH	
32.14.12	32.14.12.2004	BABAKANCIKAO	
32.14.12	32.14.12.2005	KADUMEKAR	
32.14.12	32.14.12.2006	MARANCANG	
32.14.12	32.14.12.2007	CIWARENG	
32.14.12	32.14.12.2008	MULYAMEKAR	
32.14.12	32.14.12.2009	CIGELAM	
32.14.13	32.14.13.2001	CIWANGI	
32.14.13	32.14.13.2002	CIBENING	
32.14.13	32.14.13.2003	BUNGURSARI	
32.14.13	32.14.13.2004	DANGDEUR	
32.14.13	32.14.13.2005	CIBUNGUR	
32.14.13	32.14.13.2006	WANAKERTA	
32.14.13	32.14.13.2007	CINANGKA	
32.14.13	32.14.13.2008	CIKOPO	
32.14.13	32.14.13.2009	CIBODAS	
32.14.13	32.14.13.2010	KARANGMUKTI	
32.14.14	32.14.14.2001	CIBATU	
32.14.14	32.14.14.2002	CILANDAK	
32.14.14	32.14.14.2003	KARYAMEKAR	
32.14.14	32.14.14.2004	CIPINANG	
32.14.14	32.14.14.2005	CIPARUNGSARI	
32.14.14	32.14.14.2006	CIRANGKONG	
32.14.14	32.14.14.2007	CIKADU	
32.14.14	32.14.14.2008	CIBUKAMANAH	
32.14.14	32.14.14.2009	WANAWALI	
32.14.14	32.14.14.2010	CIPANCUR	
32.14.15	32.14.15.2001	KUTAMANAH	
32.14.15	32.14.15.2002	KERTAMANAH	
32.14.15	32.14.15.2003	CIRIRIP	
32.14.15	32.14.15.2004	SUKASARI	
32.14.15	32.14.15.2005	PARUNGBANTENG	
32.14.16	32.14.16.2001	PARAKANSALAM	
32.14.16	32.14.16.2002	PONDOKBUNGUR	
32.14.16	32.14.16.2003	SALEM	
32.14.16	32.14.16.2004	GALUDRA	
32.14.16	32.14.16.2005	TANJUNGSARI	
32.14.16	32.14.16.2006	SALAMMULYA	
32.14.16	32.14.16.2007	SALAMJAYA	
32.14.16	32.14.16.2008	BUNGURJAYA	
32.14.16	32.14.16.2009	GURUDUG	
32.14.16	32.14.16.2010	SUKAJADI	
32.14.16	32.14.16.2011	SITU	
32.14.17	32.14.17.2001	KARANGPEDAS	
32.14.17	32.14.17.2002	CIRACAS	
32.14.17	32.14.17.2003	PARAKANGAROKGEK	
32.14.17	32.14.17.2004	TARINGGULLANDEUH	
32.14.17	32.14.17.2005	MEKARJAYA	
32.14.17	32.14.17.2006	MARGALUYU	
32.14.17	32.14.17.2007	GARDU	
32.14.17	32.14.17.2008	CIBEBER	
32.14.17	32.14.17.2009	PUSAKAMULYA	
32.14.17	32.14.17.2010	SUMBERSARI	
32.15.01	32.15.01.1001	KARAWANG KULON	
32.15.01	32.15.01.1003	ADIARSA BARAT	
32.15.01	32.15.01.1005	TANJUNGPURA	
32.15.01	32.15.01.1006	TANJUNGMEKAR	
32.15.01	32.15.01.1007	TUNGGAKJATI	
32.15.01	32.15.01.1010	KARAWANGPAWITAN	
32.15.01	32.15.01.1011	NAGASARI	
32.15.01	32.15.01.1012	MEKARJATI	
32.15.02	32.15.02.2001	CIPTASARI	
32.15.02	32.15.02.2002	TAMANMEKAR	
32.15.02	32.15.02.2003	TAMANSARI	
32.15.02	32.15.02.2004	JATILAKSANA	
32.15.02	32.15.02.2005	CINTAASIH	
32.15.02	32.15.02.2006	KERTASARI	
32.15.02	32.15.02.2007	MULANGSARI	
32.15.02	32.15.02.2008	MEDALSARI	
32.15.03	32.15.03.2001	TELUKJAMBE	
32.15.03	32.15.03.2002	SUKAHARJA	
32.15.03	32.15.03.2003	SIRNABAYA	
32.15.03	32.15.03.2004	PUSEURJAYA	
32.15.03	32.15.03.2005	SUKALUYU	
32.15.03	32.15.03.2006	WADAS	
32.15.03	32.15.03.2011	PURWADANA	
32.15.03	32.15.03.2012	SUKAMAKMUR	
32.15.03	32.15.03.2019	PINAYUNGAN	
32.15.04	32.15.04.2001	KUTAPOHACI	
32.15.04	32.15.04.2003	PARUNGMULYA	
32.15.04	32.15.04.2004	KUTAMEKAR	
32.15.04	32.15.04.2005	KUTANEGARA	
32.15.04	32.15.04.2006	MULYASARI	
32.15.04	32.15.04.2007	MULYASEJATI	
32.15.04	32.15.04.2008	TEGALLEGA	
32.15.05	32.15.05.2001	DUREN	
32.15.05	32.15.05.2002	PANCAWATI	
32.15.05	32.15.05.2003	WALAHAR	
32.15.05	32.15.05.2004	KIARAPAYUNG	
32.15.05	32.15.05.2005	SUMURKONDANG	
32.15.05	32.15.05.2006	CIBALONGSARI	
32.15.05	32.15.05.2007	KLARI	
32.15.05	32.15.05.2008	BELENDUNG	
32.15.05	32.15.05.2016	ANGGADITA	
32.15.05	32.15.05.2017	GINTUNGKERTA	
32.15.05	32.15.05.2018	CURUG	
32.15.05	32.15.05.2019	KARANGANYAR	
32.15.05	32.15.05.2020	CIMAHI	
32.15.06	32.15.06.2001	RENGASDENGKLOK SELATAN	
32.15.06	32.15.06.2002	RENGASDENGKLOK UTARA	
32.15.06	32.15.06.2003	KERTASARI	
32.15.06	32.15.06.2004	DEWISARI	
32.15.06	32.15.06.2005	AMANSARI	
32.15.06	32.15.06.2006	KARYASARI	
32.15.06	32.15.06.2007	DUKUHKARYA	
32.15.06	32.15.06.2008	KALANGSARI	
32.15.06	32.15.06.2009	KALANGSURYA	
32.15.07	32.15.07.2001	WALUYA	
32.15.07	32.15.07.2002	MULYAJAYA	
32.15.07	32.15.07.2003	KUTAKARYA	
32.15.07	32.15.07.2004	KUTAGANDOK	
32.15.07	32.15.07.2005	KUTAMUKTI	
32.15.07	32.15.07.2006	KUTAJAYA	
32.15.07	32.15.07.2007	SAMPALAN	
32.15.07	32.15.07.2008	SINDANGMULYA	
32.15.07	32.15.07.2009	SINDANGMUKTI	
32.15.07	32.15.07.2010	KUTARAJA	
32.15.07	32.15.07.2011	SINDANGSARI	
32.15.07	32.15.07.2012	SINDANGKARYA	
32.15.08	32.15.08.2001	BATUJAYA	
32.15.08	32.15.08.2002	TELUKAMBULU	
32.15.08	32.15.08.2003	TELUKBANGO	
32.15.08	32.15.08.2004	KARYABHAKTI	
32.15.08	32.15.08.2005	BATURADEN	
32.15.08	32.15.08.2006	SEGARAN	
32.15.08	32.15.08.2007	SEGARJAYA	
32.15.08	32.15.08.2008	KUTAAMPEL	
32.15.08	32.15.08.2009	KARYAMULYA	
32.15.08	32.15.08.2010	KARYAMAKMUR	
32.15.09	32.15.09.2001	SABAJAYA	
32.15.09	32.15.09.2002	PISANGSAMBO	
32.15.09	32.15.09.2003	GEMPOLKARYA	
32.15.09	32.15.09.2004	MEDANKARYA	
32.15.09	32.15.09.2005	TAMBAKSUMUR	
32.15.09	32.15.09.2006	TAMBAKSARI	
32.15.09	32.15.09.2007	SUMURLABAN	
32.15.09	32.15.09.2008	SRIJAYA	
32.15.09	32.15.09.2009	KUTAMAKMUR	
32.15.09	32.15.09.2010	BOLANG	
32.15.09	32.15.09.2011	SRIKAMULYAN	
32.15.10	32.15.10.2001	PAYUNGSARI	
32.15.10	32.15.10.2002	KARANGJAYA	
32.15.10	32.15.10.2003	KERTARAHARJA	
32.15.10	32.15.10.2005	SUNGAIBUNTU	
32.15.10	32.15.10.2006	DONGKAL	
32.15.10	32.15.10.2007	KERTAMULYA	
32.15.10	32.15.10.2008	PUSPASARI	
32.15.10	32.15.10.2010	LABANJAYA	
32.15.10	32.15.10.2012	JATIMULYA	
32.15.10	32.15.10.2016	RANGDUMULYA	
32.15.10	32.15.10.2017	KENDALJAYA	
32.15.10	32.15.10.2018	MALANGSARI	
32.15.11	32.15.11.2001	PEJATEN	
32.15.11	32.15.11.2002	CIBUAYA	
32.15.11	32.15.11.2003	KERTARAHAYU	
32.15.11	32.15.11.2004	SUKASARI	
32.15.11	32.15.11.2005	KEDUNGJERUK	
32.15.11	32.15.11.2006	KALIDUNGJAYA	
32.15.11	32.15.11.2007	SEDARI	
32.15.11	32.15.11.2008	CEMARAJAYA	
32.15.11	32.15.11.2009	JAYAMULYA	
32.15.11	32.15.11.2010	KEDUNGJAYA	
32.15.11	32.15.11.2011	GEBANGJAYA	
32.15.12	32.15.12.2001	TANJUNGMEKAR	
32.15.12	32.15.12.2002	TELAGAJAYA	
32.15.12	32.15.12.2003	TELUKBUYUNG	
32.15.12	32.15.12.2004	TANAHBARU	
32.15.12	32.15.12.2005	SOLOKAN	
32.15.12	32.15.12.2006	TANJUNGBUNGIN	
32.15.12	32.15.12.2007	TELUKJAYA	
32.15.12	32.15.12.2008	TANJUNGPAKIS	
32.15.13	32.15.13.2001	DAWUAN TIMUR	
32.15.13	32.15.13.2002	KALIHURIP	
32.15.13	32.15.13.2003	CIKAMPEK KOTA	
32.15.13	32.15.13.2004	DAWUAN TENGAH	
32.15.13	32.15.13.2006	CIKAMPEK SELATAN	
32.15.13	32.15.13.2007	CIKAMPEK PUSAKA	
32.15.13	32.15.13.2008	CIKAMPEK BARAT	
32.15.13	32.15.13.2009	CIKAMPEK TIMUR	
32.15.13	32.15.13.2010	KAMOJING	
32.15.13	32.15.13.2011	DAWUAN BARAT	
32.15.14	32.15.14.2001	MEKARSARI	
32.15.14	32.15.14.2002	JATISARI	
32.15.14	32.15.14.2003	BARUGBUG	
32.15.14	32.15.14.2004	CIKALONGSARI	
32.15.14	32.15.14.2005	CIREJAG	
32.15.14	32.15.14.2006	JATIBARU	
32.15.14	32.15.14.2007	JATIRAGAS	
32.15.14	32.15.14.2008	JATIWANGI	
32.15.14	32.15.14.2009	KALIJATI	
32.15.14	32.15.14.2010	BALONGGANDU	
32.15.14	32.15.14.2011	PACING	
32.15.14	32.15.14.2012	SITUDAM	
32.15.14	32.15.14.2013	SUKAMEKAR	
32.15.14	32.15.14.2014	TELARSARI	
32.15.15	32.15.15.2001	MEKARMAYA	
32.15.15	32.15.15.2002	CILAMAYA	
32.15.15	32.15.15.2003	MUARA	
32.15.15	32.15.15.2004	MUARABARU	
32.15.15	32.15.15.2005	SUKATANI	
32.15.15	32.15.15.2006	TEGALWARU	
32.15.15	32.15.15.2007	TEGALSARI	
32.15.15	32.15.15.2008	CIKALONG	
32.15.15	32.15.15.2009	CIKARANG	
32.15.15	32.15.15.2010	RAWAGEMPOL WETAN	
32.15.15	32.15.15.2011	RAWAGEMPOL KULON	
32.15.15	32.15.15.2012	SUKAKERTA	
32.15.16	32.15.16.2001	CITARIK	
32.15.16	32.15.16.2002	KARANGSINOM	
32.15.16	32.15.16.2003	KARANGJAYA	
32.15.16	32.15.16.2004	PARAKAN	
32.15.16	32.15.16.2005	PARAKANMULYA	
32.15.16	32.15.16.2006	KAMURANG	
32.15.16	32.15.16.2007	CIPONDOH	
32.15.16	32.15.16.2008	KERTAWALUYA	
32.15.16	32.15.16.2009	BOJONGSARI	
32.15.16	32.15.16.2010	TIRTASARI	
32.15.17	32.15.17.2001	TELAGAMULYA	
32.15.17	32.15.17.2002	TELAGASARI	
32.15.17	32.15.17.2003	PASIRTALAGA	
32.15.17	32.15.17.2004	CARIUMULYA	
32.15.17	32.15.17.2005	PASIRMUKTI	
32.15.17	32.15.17.2006	KALIBUAYA	
32.15.17	32.15.17.2007	PASIRKAMUNING	
32.15.17	32.15.17.2008	KALIJAYA	
32.15.17	32.15.17.2009	KALISARI	
32.15.17	32.15.17.2010	CADAS KERTAJAYA	
32.15.17	32.15.17.2011	CILEWO	
32.15.17	32.15.17.2012	CIWULAN	
32.15.17	32.15.17.2013	LINGGARSARI	
32.15.17	32.15.17.2014	PULOSARI	
32.15.18	32.15.18.2001	SUKAMERTA	
32.15.18	32.15.18.2002	KUTAWARGI	
32.15.18	32.15.18.2003	PANYINGKIRAN	
32.15.18	32.15.18.2004	PASIRKALIKI	
32.15.18	32.15.18.2005	PASIRAWI	
32.15.18	32.15.18.2006	BALONGSARI	
32.15.18	32.15.18.2007	MEKARJAYA	
32.15.18	32.15.18.2008	SEKARWANGI	
