Kode_Kec	Kode_Kel	Nama_Kel	Jml_pddk_kel
32.01.01	32.01.01.1001	PONDOK RAJEG	
32.01.01	32.01.01.1002	KARADENAN	
32.01.01	32.01.01.1003	HARAPANJAYA	
32.01.01	32.01.01.1004	NANGGEWER	
32.01.01	32.01.01.1005	NANGGEWER MEKAR	
32.01.01	32.01.01.1006	CIBINONG	
32.01.01	32.01.01.1007	PAKANSARI	
32.01.01	32.01.01.1008	TENGAH	
32.01.01	32.01.01.1009	SUKAHATI	
32.01.01	32.01.01.1010	CIRIUNG	
32.01.01	32.01.01.1011	CIRIMEKAR	
32.01.01	32.01.01.1012	PABUARAN	
32.01.01	32.01.01.1013	PABUARAN MEKAR	
32.01.02	32.01.02.2001	WANAHERANG	29837
32.01.02	32.01.02.2002	BOJONG KULUR	33123
32.01.02	32.01.02.2003	CIANGSANA	27083
32.01.02	32.01.02.2004	GUNUNG PUTRI	17678
32.01.02	32.01.02.2005	BOJONG NANGKA	24457
32.01.02	32.01.02.2006	TLAJUNG UDIK	57170
32.01.02	32.01.02.2007	CICADAS	35076
32.01.02	32.01.02.2008	CIKEAS UDIK	16607
32.01.02	32.01.02.2009	NAGRAK	21827
32.01.02	32.01.02.2010	KARANGGAN	31480
32.01.03	32.01.03.2001	PUSPASARI	14225
32.01.03	32.01.03.2002	CITEUREUP	18405
32.01.03	32.01.03.2003	LEUWINUTUG	14611
32.01.03	32.01.03.2004	TAJUR	13136
32.01.03	32.01.03.2005	SANJA	15714
32.01.03	32.01.03.1006	PUSPANEGARA	
32.01.03	32.01.03.1007	KARANG ASEM BARAT	
32.01.03	32.01.03.2008	KARANG ASEM TIMUR	10823
32.01.03	32.01.03.2009	TARIKOLOT	23396
32.01.03	32.01.03.2010	GUNUNGSARI	15790
32.01.03	32.01.03.2011	TANGKIL	1022
32.01.03	32.01.03.2012	SUKAHATI	10912
32.01.03	32.01.03.2013	HAMBALANG	12261
32.01.03	32.01.03.2014	PASIRMUKTI	11375
32.01.04	32.01.04.2001	GUNUNGGEULIS	7893
32.01.04	32.01.04.2002	CILEBUT TIMUR	17390
32.01.04	32.01.04.2003	CILEBUT BARAT	25
32.01.04	32.01.04.2004	CIBANON	4908
32.01.04	32.01.04.2005	NAGRAK	12678
32.01.04	32.01.04.2006	SUKATANI	5279
32.01.04	32.01.04.2007	SUKARAJA	9201
32.01.04	32.01.04.2008	CIKEAS	11732
32.01.04	32.01.04.2009	PASIR JAMBU	14330
32.01.04	32.01.04.2010	CIMANDALA	27391
32.01.04	32.01.04.2011	CIJUJUNG	25972
32.01.04	32.01.04.2012	CADASNGAMPAR	7475
32.01.04	32.01.04.2013	PASIRLAJA	12881
32.01.05	32.01.05.2001	CIJAYANTI	17082
32.01.05	32.01.05.2002	SUMURBATU	9006
32.01.05	32.01.05.2003	SENTUL	16503
32.01.05	32.01.05.2004	KARANGTENGAH	17656
32.01.05	32.01.05.2005	CIPAMBUAN	5269
32.01.05	32.01.05.2006	KADUMANGGU	14441
32.01.05	32.01.05.2007	CITARINGGUL	7480
32.01.05	32.01.05.2008	BABAKAN MADANG	9219
32.01.05	32.01.05.2009	BOJONG KONENG	15171
32.01.06	32.01.06.2001	SUKAMAJU	22767
32.01.06	32.01.06.2002	SIRNAGALIH	4140
32.01.06	32.01.06.2003	SINGAJAYA	21882
32.01.06	32.01.06.2004	SUKASIRNA	14925
32.01.06	32.01.06.2005	SUKANEGARA	5360
32.01.06	32.01.06.2006	SUKAMANAH	12177
32.01.06	32.01.06.2007	WENINGGALIH	4470
32.01.06	32.01.06.2008	CIBODAS	4422
32.01.06	32.01.06.2009	JONGGOL	13345
32.01.06	32.01.06.2010	BENDUNGAN	5427
32.01.06	32.01.06.2011	SINGASARI	13780
32.01.06	32.01.06.2012	BALEKAMBANG	7473
32.01.06	32.01.06.2013	SUKAJAYA	6562
32.01.06	32.01.06.2014	SUKAGALIH	4237
32.01.07	32.01.07.2001	PASIRANGIN	39934
32.01.07	32.01.07.2002	MEKARSARI	10353
32.01.07	32.01.07.2003	MAMPIR	11673
32.01.07	32.01.07.2004	DAYEUH	30266
32.01.07	32.01.07.2005	GANDOANG	18990
32.01.07	32.01.07.2006	JATISARI	7798
32.01.07	32.01.07.2007	CILEUNGSI KIDUL	15849
32.01.07	32.01.07.2008	CIPEUCANG	12735
32.01.07	32.01.07.2009	SITUSARI	17260
32.01.07	32.01.07.2010	CIPENJO	16154
32.01.07	32.01.07.2011	LIMUSNUNGGAL	31086
32.01.07	32.01.07.2012	CILEUNGSI	23944
32.01.08	32.01.08.2001	KARYAMEKAR	3540
32.01.08	32.01.08.2002	BABAKANRADEN	5424
32.01.08	32.01.08.2003	CIKUTAMAHI	4385
32.01.08	32.01.08.2004	KUTAMEKAR	3672
32.01.08	32.01.08.2005	CARIU	10116
32.01.08	32.01.08.2006	MEKARWANGI	5267
32.01.08	32.01.08.2007	BANTARKUNING	4504
32.01.08	32.01.08.2008	SUKAJADI	2931
32.01.08	32.01.08.2009	TEGALPANJANG	4955
32.01.08	32.01.08.2010	CIBATUTIGA	4656
32.01.09	32.01.09.2001	WARGAJAYA	8591
32.01.09	32.01.09.2002	PABUARAN	11038
32.01.09	32.01.09.2003	SUKADAMAI	5596
32.01.09	32.01.09.2004	SUKAWANGI	11718
32.01.09	32.01.09.2005	CIBADAK	10180
32.01.09	32.01.09.2006	SUKARESMI	6297
32.01.09	32.01.09.2007	SUKAMULYA	8500
32.01.09	32.01.09.2008	SUKAHARJA	7515
32.01.09	32.01.09.2009	SIRNAJAYA	9802
32.01.09	32.01.09.2010	SUKAMAKMUR	7277
32.01.10	32.01.10.2001	PARUNG	15625
32.01.10	32.01.10.2002	IWUL	7090
32.01.10	32.01.10.2003	BOJONGSEMPU	10373
32.01.10	32.01.10.2004	WARU	17659
32.01.10	32.01.10.2005	COGREG	17338
32.01.10	32.01.10.2006	PAMEGARSARI	14814
32.01.10	32.01.10.2007	WARUJAYA	12367
32.01.10	32.01.10.2008	BOJONGINDAH	9248
32.01.10	32.01.10.2009	JABONMEKAR	10645
32.01.11	32.01.11.2001	CIDOKOM	8434
32.01.11	32.01.11.2002	PADURENAN	8073
32.01.11	32.01.11.2003	PENGASINAN	12573
32.01.11	32.01.11.2004	CURUG	14871
32.01.11	32.01.11.2005	GUNUNGSINDUR	11253
32.01.11	32.01.11.2006	JAMPANG	6015
32.01.11	32.01.11.2007	CIBADUNG	8970
32.01.11	32.01.11.2008	CIBINONG	19636
32.01.11	32.01.11.2009	RAWAKALONG	13257
32.01.11	32.01.11.2010	PABUARAN	8278
32.01.12	32.01.12.2001	BOJONG	13519
32.01.12	32.01.12.2002	PARAKANJAYA	9860
32.01.12	32.01.12.2003	KEMANG	15311
32.01.12	32.01.12.2004	PABUARAN	11902
32.01.12	32.01.12.2005	SEMPLAK BARAT	7639
32.01.12	32.01.12.1006	ATANG SENJAYA	
32.01.12	32.01.12.2007	JAMPANG	10442
32.01.12	32.01.12.2008	PONDOK UDIK	8335
32.01.12	32.01.12.2009	TEGAL	15160
32.01.13	32.01.13.2001	BOJONGBARU	21128
32.01.13	32.01.13.2002	CIMANGGIS	19531
32.01.13	32.01.13.2003	SUSUKAN	19183
32.01.13	32.01.13.2004	RAGAJAYA	23185
32.01.13	32.01.13.2005	KEDUNGWARINGIN	33186
32.01.13	32.01.13.2006	WARINGINJAYA	24060
32.01.13	32.01.13.1007	PABUARAN	
32.01.13	32.01.13.2008	RAWAPANJANG	27056
32.01.13	32.01.13.2009	BOJONGGEDE	45881
32.01.14	32.01.14.2001	LEUWILIANG	12449
32.01.14	32.01.14.2002	PURASARI	12449
32.01.14	32.01.14.2003	KARYASARI	8765
32.01.14	32.01.14.2004	PABANGBON	7674
32.01.14	32.01.14.2005	KARACAK	12286
32.01.14	32.01.14.2006	BARENGKOK	12449
32.01.14	32.01.14.2007	LEUWIMEKAR	16082
32.01.14	32.01.14.2008	PURASEDA	9120
32.01.14	32.01.14.2009	CIBEBER I	9276
32.01.14	32.01.14.2010	CIBEBER II	8994
32.01.14	32.01.14.2011	KAREHKEL	13047
32.01.15	32.01.15.2001	CIAMPEA	13390
32.01.15	32.01.15.2002	CINANGKA	14227
32.01.15	32.01.15.2003	CIHIDEUNGUDIK	15718
32.01.15	32.01.15.2004	BOJONGJENGKOL	9359
32.01.15	32.01.15.2005	TEGALWARU	14110
32.01.15	32.01.15.2006	CIBUNTU	9583
32.01.15	32.01.15.2007	CICADAS	12072
32.01.15	32.01.15.2008	CIBADAK	11360
32.01.15	32.01.15.2009	BOJONGRANGKAS	13390
32.01.15	32.01.15.2010	CIHIDEUNGHILIR	10731
32.01.15	32.01.15.2011	CIBANTENG	17463
32.01.15	32.01.15.2012	BENTENG	12077
32.01.15	32.01.15.2013	CIAMPEA UDIK	8064
32.01.16	32.01.16.2001	SITU UDIK	15207
32.01.16	32.01.16.2002	SITU ILIR	9585
32.01.16	32.01.16.2003	CEMPLANG	9159
32.01.16	32.01.16.2004	CIBATOK I	8225
32.01.16	32.01.16.2005	CIARUTEUN UDIK	6626
32.01.16	32.01.16.2006	LEUWEUNGKOLOT	7560
32.01.16	32.01.16.2007	CIMANGGU I	9331
32.01.16	32.01.16.2008	CIMANGGU II	8359
32.01.16	32.01.16.2009	DUKUH	7000
32.01.16	32.01.16.2010	CIJUJUNG	10192
32.01.16	32.01.16.2011	CIARUTEUN ILIR	12559
32.01.16	32.01.16.2012	CIBATOK II	7683
32.01.16	32.01.16.2013	SUKAMAJU	9762
32.01.16	32.01.16.2014	GALUGA	6090
32.01.16	32.01.16.2015	GIRIMULYA	9119
32.01.17	32.01.17.2001	PURWABAKTI	7337
32.01.17	32.01.17.2002	CIBUNIAN	12258
32.01.17	32.01.17.2003	CIBITUNGWETAN	7499
32.01.17	32.01.17.2004	GUNUNGMENYAN	6119
32.01.17	32.01.17.2005	GUNUNGBUNDER II	9500
32.01.17	32.01.17.2006	PASAREAN	11803
32.01.17	32.01.17.2007	CIMAYANG	6728
32.01.17	32.01.17.2008	PAMIJAHAN	11202
32.01.17	32.01.17.2009	CIBENING	15069
32.01.17	32.01.17.2010	GUNUNGBUNDER I	8818
32.01.17	32.01.17.2011	CIBITUNG KULON	7262
32.01.17	32.01.17.2012	GUNUNG PICUNG	13215
32.01.17	32.01.17.2013	CIASIHAN	10998
32.01.17	32.01.17.2014	GUNUNGSARI	14052
32.01.17	32.01.17.2015	CIASMARA	8713
32.01.18	32.01.18.2001	RUMPIN	3412
32.01.18	32.01.18.2002	LEUWIBATU	10170
32.01.18	32.01.18.2003	CIDOKOM	7237
32.01.18	32.01.18.2004	GOBANG	5170
32.01.18	32.01.18.2005	CIBODAS	5170
32.01.18	32.01.18.2006	RABAK	12987
32.01.18	32.01.18.2007	KAMPUNGSAWAH	10959
32.01.18	32.01.18.2008	CIPINANG	14555
32.01.18	32.01.18.2009	SUKASARI	13018
32.01.18	32.01.18.2010	TAMANSARI	13143
32.01.18	32.01.18.2011	KERTAJAYA	7148
32.01.18	32.01.18.2012	SUKAMULYA	15282
32.01.18	32.01.18.2013	MEKARSARI	7072
32.01.18	32.01.18.2014	MEKARJAYA	5170
32.01.19	32.01.19.2001	CURUG	5524
32.01.19	32.01.19.2002	PANGRADIN	7172
32.01.19	32.01.19.2003	KALONGSAWAH	9878
32.01.19	32.01.19.2004	SIPAK	11543
32.01.19	32.01.19.2005	JASINGA	5473
32.01.19	32.01.19.2006	KOLEANG	6912
32.01.19	32.01.19.2007	CIKOPOMAYAK	6257
32.01.19	32.01.19.2008	SETU	4990
32.01.19	32.01.19.2009	BARENGKOK	9122
32.01.19	32.01.19.2010	BAGOANG	5962
32.01.19	32.01.19.2011	PANGAUR	5317
32.01.19	32.01.19.2012	PAMAGERSARI	5506
32.01.19	32.01.19.2013	JUGALA JAYA	5337
32.01.19	32.01.19.2014	TEGALWANGI	5722
32.01.19	32.01.19.2015	NEGLASARI	3087
32.01.19	32.01.19.2016	WIRAJAYA	4488
32.01.20	32.01.20.2001	JAGABAYA	8326
32.01.20	32.01.20.2002	GOROWONG	9554
32.01.20	32.01.20.2003	DAGO	6498
32.01.20	32.01.20.2004	PINGKU	8766
32.01.20	32.01.20.2005	CIKUDA	8965
32.01.20	32.01.20.2006	PARUNGPANJANG	16536
32.01.20	32.01.20.2007	LUMPANG	13328
32.01.20	32.01.20.2008	CIBUNAR	12306
32.01.20	32.01.20.2009	JAGABITA	6606
32.01.20	32.01.20.2010	GINTUNGCILEJET	8119
32.01.20	32.01.20.2011	KABASIRAN	13031
32.01.21	32.01.21.2001	MALASARI	8779
32.01.21	32.01.21.2002	CURUGBITUNG	10821
32.01.21	32.01.21.2003	CISARUA	11254
32.01.21	32.01.21.2004	BANTARKARET	11340
32.01.21	32.01.21.2005	HAMBARO	6365
32.01.21	32.01.21.2006	KALONGLIUD	8892
32.01.21	32.01.21.2007	NANGGUNG	10904
32.01.21	32.01.21.2008	PARAKANMUNCANG	5977
32.01.21	32.01.21.2009	PANGKALJAYA	7243
32.01.21	32.01.21.2010	SUKALUYU	6303
32.01.21	32.01.21.2011	BATU TULIS	7391
32.01.22	32.01.22.2001	SUKAMAJU	9312
32.01.22	32.01.22.2002	CIGUDEG	15827
32.01.22	32.01.22.2003	BUNAR	8160
32.01.22	32.01.22.2004	BANYURESMI	6731
32.01.22	32.01.22.2005	CINTAMANIK	11760
32.01.22	32.01.22.2006	ARGAPURA	11038
32.01.22	32.01.22.2007	BANGUNJAYA	9717
32.01.22	32.01.22.2008	RENGASJAJAR	11621
32.01.22	32.01.22.2009	BATUJAJAR	6875
32.01.22	32.01.22.2010	WARGAJAYA	6698
32.01.22	32.01.22.2011	SUKARAKSA	9278
32.01.22	32.01.22.2012	BANYUWANGI	4990
32.01.22	32.01.22.2013	BANYUASIH	6762
32.01.22	32.01.22.2014	MEKARJAYA	7239
32.01.22	32.01.22.2015	TEGALLEGA	8294
32.01.23	32.01.23.2001	TAPOS	9057
32.01.23	32.01.23.2002	CIOMAS	5473
32.01.23	32.01.23.2003	BATOK	14245
32.01.23	32.01.23.2004	BABAKAN	9947
32.01.23	32.01.23.2005	TENJO	10117
32.01.23	32.01.23.2006	CILAKU	8740
32.01.23	32.01.23.2007	SINGABRAJA	4463
32.01.23	32.01.23.2008	SINGABANGSA	3025
32.01.23	32.01.23.2009	BOJONG	9547
32.01.24	32.01.24.2001	CILEUNGSI	8082
32.01.24	32.01.24.2002	CITAPEN	8837
32.01.24	32.01.24.2003	CIBEDUG	6987
32.01.24	32.01.24.2004	JAMBULUWUK	5691
32.01.24	32.01.24.2005	BANJARSARI	8429
32.01.24	32.01.24.2006	TELUK PINANG	7671
32.01.24	32.01.24.2007	BANJAR WARU	8636
32.01.24	32.01.24.2008	BENDUNGAN	9982
32.01.24	32.01.24.2009	PANDAN SARI	8716
32.01.24	32.01.24.2010	BOJONG MURNI	5359
32.01.24	32.01.24.2011	BANJAR WANGI	6412
32.01.24	32.01.24.2012	CIAWI	7801
32.01.24	32.01.24.2013	BITUNGSARI	7358
32.01.25	32.01.25.2001	BATULAYANG	9477
32.01.25	32.01.25.2002	JOGJOGAN	7938
32.01.25	32.01.25.2003	CIBEUREUM	14588
32.01.25	32.01.25.2004	CILEMBER	9529
32.01.25	32.01.25.2005	CITEKO	12256
32.01.25	32.01.25.2006	TUGU SELATAN	17861
32.01.25	32.01.25.2007	LEUWIMALANG	8833
32.01.25	32.01.25.2008	KOPO	20591
32.01.25	32.01.25.2009	TUGU UTARA	10950
32.01.25	32.01.25.1010	CISARUA	
32.01.26	32.01.26.2001	SUKAMAJU	6986
32.01.26	32.01.26.2002	KUTA	6367
32.01.26	32.01.26.2003	GADOG	7298
32.01.26	32.01.26.2004	SUKAKARYA	7209
32.01.26	32.01.26.2005	MEGAMENDUNG	5987
32.01.26	32.01.26.2006	CIPAYUNG DATAR	14336
32.01.26	32.01.26.2007	SUKAMANAH	7341
32.01.26	32.01.26.2008	SUKAGALIH	8569
32.01.26	32.01.26.2009	CIPAYUNG GIRANG	8680
32.01.26	32.01.26.2010	SUKAMAHI	8518
32.01.26	32.01.26.2011	SUKARESMI	4769
32.01.26	32.01.26.2012	PASIR ANGIN	10029
32.01.27	32.01.27.2001	PASIR MUNCANG	8065
32.01.27	32.01.27.2002	CIMANDE HILIR	7884
32.01.27	32.01.27.2003	CIDERUM	14589
32.01.27	32.01.27.2004	CARINGIN	9856
32.01.27	32.01.27.2005	CIHERANG PONDOK	12847
32.01.27	32.01.27.2006	CINAGARA	9364
32.01.27	32.01.27.2007	CIMANDE	8491
32.01.27	32.01.27.2008	PANCAWATI	13785
32.01.27	32.01.27.2009	MUARA JAYA	4922
32.01.27	32.01.27.2010	BASIR BUNCIR	7238
32.01.27	32.01.27.2011	LEMAH DUHUR	13603
32.01.27	32.01.27.2012	TANGKIL	8713
32.01.28	32.01.28.2001	CIJERUK	8831
32.01.28	32.01.28.2002	CIPELANG	11201
32.01.28	32.01.28.2003	WARUNG MENTENG	7092
32.01.28	32.01.28.2004	TAJUR HALANG	6072
32.01.28	32.01.28.2005	CIPICUNG	10038
32.01.28	32.01.28.2006	CIBALUNG	8802
32.01.28	32.01.28.2007	SUKAHARJA	14585
32.01.28	32.01.28.2008	PALASARI	9746
32.01.28	32.01.28.2009	TANJUNGSARI	5982
32.01.29	32.01.29.2001	MEKARJAYA	8459
32.01.29	32.01.29.2002	SUKAHARJA	8007
32.01.29	32.01.29.1003	PADASUKA	
32.01.29	32.01.29.2004	PARAKAN	9735
32.01.29	32.01.29.2005	CIOMAS	13010
32.01.29	32.01.29.2006	PAGELARAN	18298
32.01.29	32.01.29.2007	SUKAMAKMUR	10727
32.01.29	32.01.29.2008	CIAPUS	12057
32.01.29	32.01.29.2009	KOTA BATU	24942
32.01.29	32.01.29.2010	LALADON	10665
32.01.29	32.01.29.2011	CIOMAS RAHAYU	12512
32.01.30	32.01.30.2001	SUKADAMAI	9104
32.01.30	32.01.30.2002	CIHERANG	16197
32.01.30	32.01.30.2003	SINARSARI	9776
32.01.30	32.01.30.2004	SUKAWENING	8607
32.01.30	32.01.30.2005	PETIR	15422
32.01.30	32.01.30.2006	PURWASARI	7587
32.01.30	32.01.30.2007	CIKARAWANG	9447
32.01.30	32.01.30.2008	BABAKAN	7838
32.01.30	32.01.30.2009	DRAMAGA	13192
32.01.30	32.01.30.2010	NEGLASARI	10357
32.01.31	32.01.31.2001	SUKAMANTRI	14077
32.01.31	32.01.31.2002	SIRNAGALIH	13207
32.01.31	32.01.31.2003	PASIREURIH	14555
32.01.31	32.01.31.2004	TAMANSARI	12932
32.01.31	32.01.31.2005	SUKALUYU	8684
32.01.31	32.01.31.2006	SUKARESMI	12769
32.01.31	32.01.31.2007	SUKAJAYA	10844
32.01.31	32.01.31.2008	SUKAJADI	8930
32.01.32	32.01.32.2001	KLAPANUNGGAL	20323
32.01.32	32.01.32.2002	BOJONG	9440
32.01.32	32.01.32.2003	NAMBO	10438
32.01.32	32.01.32.2004	LULUT	14882
32.01.32	32.01.32.2005	CIKAHURIPAN	15344
32.01.32	32.01.32.2006	KEMBANG KUNING	15115
32.01.32	32.01.32.2007	BANTAR JATI	7359
32.01.32	32.01.32.2008	LEUWIKARET	7300
32.01.32	32.01.32.2009	LIGARMUKTI	3417
32.01.33	32.01.33.2001	PUTAT NUTUG	13480
32.01.33	32.01.33.2002	CISEENG	8349
32.01.33	32.01.33.2003	PARIGI MEKAR	9860
32.01.33	32.01.33.2004	CIBENTANG	10948
32.01.33	32.01.33.2005	CIBEUTEUNG UDIK	10450
32.01.33	32.01.33.2006	KARIHKIL	11679
32.01.33	32.01.33.2007	BABAKAN	13459
32.01.33	32.01.33.2008	CIHOE	6565
32.01.33	32.01.33.2009	CIBEUTEUNG MUARA	11018
32.01.33	32.01.33.2010	KURIPAN	10383
32.01.34	32.01.34.2001	BANTARJAYA	10520
32.01.34	32.01.34.2002	BANTARSARI	6924
32.01.34	32.01.34.2003	PASIRGAOK	7605
32.01.34	32.01.34.2004	RANCABUNGUR	11434
32.01.34	32.01.34.2005	MEKARSARI	6277
32.01.34	32.01.34.2006	CANDALI	5253
32.01.34	32.01.34.2007	CIMULANG	6513
32.01.35	32.01.35.2001	CISARUA	2927
32.01.35	32.01.35.2002	KIARASARI	9244
32.01.35	32.01.35.2003	SUKAJAYA	5434
32.01.35	32.01.35.2004	SIPAYUNG	8994
32.01.35	32.01.35.2005	CILEUKSA	8189
32.01.35	32.01.35.2006	KIARAPANDAK	6952
32.01.35	32.01.35.2007	HARKATJAYA	7308
32.01.35	32.01.35.2008	SUKAMULIH	6080
32.01.35	32.01.35.2009	PASIR MADANG	4852
32.01.35	32.01.35.2010	URUG	5256
32.01.35	32.01.35.2011	JAYARAHARJA	4417
32.01.36	32.01.36.2001	TANJUNGSARI	6135
32.01.36	32.01.36.2002	SELAWANGI	7228
32.01.36	32.01.36.2003	TANJUNGRASA	6816
32.01.36	32.01.36.2004	ANTAJAYA	5872
32.01.36	32.01.36.2005	PASIR TANJUNG	4468
32.01.36	32.01.36.2006	CIBADAK	5277
32.01.36	32.01.36.2007	SUKARASA	5138
32.01.36	32.01.36.2008	SIRNASARI	3219
32.01.36	32.01.36.2009	BUANAJAYA	5457
32.01.36	32.01.36.2010	SIRNARASA	5980
32.01.37	32.01.37.2001	TAJURHALANG	25548
32.01.37	32.01.37.2002	CITAYAM	11137
32.01.37	32.01.37.2003	SASAK PANJANG	31259
32.01.37	32.01.37.2004	NANGGERANG	8452
32.01.37	32.01.37.2005	SUKMAJAYA	8763
32.01.37	32.01.37.2006	TONJONG	9850
32.01.37	32.01.37.2007	KALISUREN	19675
32.01.38	32.01.38.2001	CIGOMBONG	9221
32.01.38	32.01.38.2002	WATESJAYA	6383
32.01.38	32.01.38.2003	CIBURUY	12850
32.01.38	32.01.38.2004	SROGOL	6187
32.01.38	32.01.38.2005	CISALADA	3453
32.01.38	32.01.38.2006	TUGUJAYA	15178
32.01.38	32.01.38.2007	PASIRJAYA	7533
32.01.38	32.01.38.2008	CIBURAYUT	13017
32.01.38	32.01.38.2009	CIADEG	10835
32.01.39	32.01.39.2001	LEUWISADENG	13535
32.01.39	32.01.39.2002	BABAKAN SADENG	8761
32.01.39	32.01.39.2003	SADENG KOLOT	13475
32.01.39	32.01.39.2004	WANGUNJAYA	7984
32.01.39	32.01.39.2005	KALONG I	5775
32.01.39	32.01.39.2006	KALONG II	6491
32.01.39	32.01.39.2007	SADENG	9971
32.01.39	32.01.39.2008	SIBANTENG	9589
32.01.40	32.01.40.2001	TAPOS I	8968
32.01.40	32.01.40.2002	TAPOS II	8445
32.01.40	32.01.40.2003	CIBITUNG TENGAH	11371
32.01.40	32.01.40.2004	SITUDAUN	9948
32.01.40	32.01.40.2005	CINANGNENG	9373
32.01.40	32.01.40.2006	GUNUNG MALANG	7691
32.01.40	32.01.40.2007	GUNUNG MULYA	6856
32.02.01	32.02.01.1001	PALABUHANRATU	
32.02.01	32.02.01.2002	TONJONG	7310
32.02.01	32.02.01.2003	CITEPUS	12401
32.02.01	32.02.01.2004	BUNIWANGI	5355
32.02.01	32.02.01.2005	CIBODAS	8739
32.02.01	32.02.01.2006	PASIRSUREN	7302
32.02.01	32.02.01.2007	CIKADU	5760
32.02.01	32.02.01.2008	CITARIK	13824
32.02.01	32.02.01.2009	CIMANGGU	4874
32.02.01	32.02.01.2010	JAYANTI	6751
32.02.02	32.02.02.2001	CIDADAP	15194
32.02.02	32.02.02.2002	LOJI	10383
32.02.02	32.02.02.2003	KERTAJAYA	8017
32.02.02	32.02.02.2004	CIHAUR	7389
32.02.02	32.02.02.2005	CIBUNTU	4625
32.02.02	32.02.02.2006	MEKARASIH	5434
32.02.02	32.02.02.2007	SANGRAWAYANG	2840
32.02.03	32.02.03.2001	CIKAKAK	6859
32.02.03	32.02.03.2002	CIMAJA	7078
32.02.03	32.02.03.2003	RIDOGALIH	5828
32.02.03	32.02.03.2004	SUKAMAJU	6116
32.02.03	32.02.03.2005	CILEUNGSING	2824
32.02.03	32.02.03.2006	MARGALAKSANA	4262
32.02.03	32.02.03.2007	SIRNARASA	5562
32.02.03	32.02.03.2008	GANDASOLI	2804
32.02.03	32.02.03.2009	CIRENDANG	2200
32.02.04	32.02.04.2001	BANTARGADUNG	10389
32.02.04	32.02.04.2002	MANGUNJAYA	3298
32.02.04	32.02.04.2003	BOJONGGALING	8948
32.02.04	32.02.04.2004	LIMUSNUNGGAL	5764
32.02.04	32.02.04.2005	BANTARGEBANG	4334
32.02.04	32.02.04.2006	BUANAJAYA	3194
32.02.04	32.02.04.2007	BOYONG SARI	3687
32.02.05	32.02.05.2001	CISOLOK	5323
32.02.05	32.02.05.2002	PASIR BARU	7750
32.02.05	32.02.05.2003	CIKAHURIPAN	7323
32.02.05	32.02.05.2004	CIKELAT	5585
32.02.05	32.02.05.2005	CARINGIN	7089
32.02.05	32.02.05.2006	GUNUNGKARAMAT	4464
32.02.05	32.02.05.2007	GUNUNGTANJUNG	3520
32.02.05	32.02.05.2008	KARANGPAPAK	8263
32.02.05	32.02.05.2009	SIRNARESMI	5588
32.02.05	32.02.05.2010	CICADAS	5760
32.02.05	32.02.05.2011	WANAJAYA	4333
32.02.05	32.02.05.2012	WANGUNSARI	4717
32.02.05	32.02.05.2013	SUKARAME	2590
32.02.06	32.02.06.2001	CIKIDANG	9798
32.02.06	32.02.06.2002	CIKIRAY	4031
32.02.06	32.02.06.2003	GUNUNGMALANG	4278
32.02.06	32.02.06.2004	PANGKALAN	9913
32.02.06	32.02.06.2005	CICAREUH	5377
32.02.06	32.02.06.2006	TAMAN SARI	4025
32.02.06	32.02.06.2007	BUMI SARI	4822
32.02.06	32.02.06.2008	SAMPORA	4372
32.02.06	32.02.06.2009	NANGKAKONENG	5499
32.02.06	32.02.06.2010	MEKARNANGKA	3490
32.02.06	32.02.06.2011	CIJAMBE	3985
32.02.06	32.02.06.2012	CIKARAE THOYYIBAH	4371
32.02.07	32.02.07.2001	LENGKONG	5593
32.02.07	32.02.07.2002	CILANGKAP	7306
32.02.07	32.02.07.2003	TEGALLEGA	7311
32.02.07	32.02.07.2004	NEGLASARI	6395
32.02.07	32.02.07.2005	LANGKAPJAYA	6473
32.02.08	32.02.08.2001	JAMPANGTENGAH	5124
32.02.08	32.02.08.2002	PADABEUNGHAR	3523
32.02.08	32.02.08.2003	BANTARPANJANG	3515
32.02.08	32.02.08.2004	BOJONGJENGKOL	6058
32.02.08	32.02.08.2005	NANGERANG	5296
32.02.08	32.02.08.2006	TANJUNGSARI	6626
32.02.08	32.02.08.2007	SINDANGRESMI	4320
32.02.08	32.02.08.2008	PANUMBANGAN	5295
32.02.08	32.02.08.2009	CIJULANG	9963
32.02.08	32.02.08.2010	BANTARAGUNG	5011
32.02.08	32.02.08.2011	BOJONGTIPAR	3076
32.02.09	32.02.09.2001	WARUNGKIARA	9581
32.02.09	32.02.09.2002	BOJONGKERTA	6177
32.02.09	32.02.09.2003	GIRIJAYA	5593
32.02.09	32.02.09.2004	BANTARKALONG	8556
32.02.09	32.02.09.2005	HEGARMANAH	3545
32.02.09	32.02.09.2006	UBRUG	7573
32.02.09	32.02.09.2007	SIRNAJAYA	4422
32.02.09	32.02.09.2008	SUKAHARJA	4862
32.02.09	32.02.09.2009	KERTAMUKTI	2770
32.02.09	32.02.09.2010	MEKARJAYA	3795
32.02.09	32.02.09.2011	DAMARRAJA	3540
32.02.09	32.02.09.2012	TARISI	2502
32.02.10	32.02.10.2001	CIKEMBAR	12644
32.02.10	32.02.10.2002	PARAKANLIMA	7907
32.02.10	32.02.10.2003	BOJONG	7270
32.02.10	32.02.10.2004	CIMANGGU	8972
32.02.10	32.02.10.2005	BOJONGKEMBAR	10486
